,Id_Customer,Y,Customer_Type,BirthDate,Customer_Open_Date,P_Client,Educational_Level,Marital_Status,Number_Of_Dependant,Years_At_Residence,Net_Annual_Income,Years_At_Business,Prod_Sub_Category,Prod_Decision_Date,Source,Type_Of_Residence,Nb_Of_Products,Prod_Closed_Date,Prod_Category
5181,8070,1,Existing Client,1984-11-16,2012-02-14,NP_Client,University,Single,0.0,25,42.0,6.0,C,2012-03-13,Sales,Owned,1,2012-11-29,L
5183,73,0,Existing Client,1977-08-24,2009-03-19,NP_Client,University,Married,0.0,2,24.0,1.0,C,2011-12-05,Branch,Owned,1,2012-04-22,B
5185,5711,0,Non Existing Client,1971-01-03,2011-12-12,NP_Client,University,Married,3.0,15,18.0,2.0,C,2011-12-13,Sales,Owned,1,2013-05-02,B
5186,6715,0,Non Existing Client,1970-01-01,2012-01-18,NP_Client,University,Married,2.0,1,20.0,1.0,C,2012-01-19,Sales,Owned,1,2012-12-24,B
5191,4230,0,Non Existing Client,1953-10-09,2011-10-13,NP_Client,University,Married,3.0,1,36.0,1.0,C,2011-10-19,Sales,Owned,1,2012-11-21,C
5193,5699,1,Non Existing Client,1983-10-12,2011-12-12,NP_Client,University,Married,1.0,22,18.0,2.0,C,2011-12-13,Sales,Owned,1,2013-09-05,B
5198,61,1,Existing Client,1974-08-21,2008-11-17,P_Client,University,Married,4.0,11,36.0,3.0,C,2011-02-05,Sales,Owned,1,2012-08-30,H
5213,1031,0,Non Existing Client,1987-01-03,2011-06-20,NP_Client,University,Single,0.0,25,18.0,10.0,C,2011-06-22,Branch,Owned,1,2012-11-04,D
5215,3762,0,Existing Client,1982-10-13,2010-12-07,P_Client,University,Single,0.0,18,20.0,1.0,C,2011-10-16,Sales,Old rent,1,2012-11-22,G
5218,6608,0,Non Existing Client,1989-09-14,2012-10-01,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-01-18,Sales,Owned,2,2012-02-12,B
5247,6710,0,Non Existing Client,1963-05-30,2012-01-18,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-01-19,Sales,Owned,1,2013-05-13,B
5251,3118,0,Existing Client,1983-07-18,2011-11-09,NP_Client,Master/PhD,Married,0.0,28,36.0,4.0,G,2011-09-22,Sales,Owned,1,2013-05-30,C
5253,8971,1,Existing Client,1976-01-05,2011-04-20,P_Client,University,Married,2.0,6,44.22,1.0,C,2012-03-30,Sales,Old rent,1,2013-04-30,H
5254,4408,0,Non Existing Client,1988-07-22,2011-10-25,NP_Client,University,Single,0.0,17,18.0,2.0,C,2011-10-26,Sales,Owned,1,2012-07-31,B
5261,4170,0,Non Existing Client,1977-04-21,2011-10-10,NP_Client,University,Married,0.0,2,18.0,0.0,C,2011-10-16,Sales,Owned,1,2012-09-20,A
5264,4023,0,Non Existing Client,1981-11-14,2011-02-10,NP_Client,University,Single,0.0,15,100.0,1.0,G,2011-05-10,Sales,Owned,1,2012-02-10,C
5266,2527,0,Non Existing Client,1987-01-10,2011-08-17,NP_Client,University,Single,0.0,10,36.0,2.0,C,2011-08-18,Sales,Owned,3,2013-10-03,B
5274,5352,0,Existing Client,1968-01-27,2011-11-22,NP_Client,University,Married,3.0,10,36.0,3.0,G,2011-04-12,Sales,Owned,1,2013-05-03,C
5279,8262,1,Non Existing Client,1968-11-27,2012-04-03,NP_Client,University,Married,0.0,10,36.0,10.0,C,2012-03-15,Sales,Owned,1,2012-11-29,B
5295,7726,0,Non Existing Client,1950-06-20,2012-02-26,NP_Client,University,Married,0.0,22,25.0,1.0,C,2012-02-27,Sales,Owned,1,2013-05-30,B
5299,7667,1,Non Existing Client,1962-02-24,2012-02-22,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-02-23,Sales,Owned,1,2012-11-29,B
5305,4882,0,Non Existing Client,1951-03-30,2011-09-11,NP_Client,University,Married,3.0,10,20.0,1.0,C,2011-10-11,Sales,Owned,1,2013-01-13,B
5307,957,1,Non Existing Client,1969-12-06,2011-06-16,NP_Client,University,Married,0.0,10,20.0,1.0,C,2011-06-19,Branch,Owned,1,2012-03-29,B
5310,2572,0,Non Existing Client,1989-01-05,2011-08-21,NP_Client,University,Single,0.0,10,36.0,3.0,C,2011-08-22,Sales,Owned,2,2013-04-30,B
5315,5584,0,Non Existing Client,1951-09-09,2011-06-12,NP_Client,University,Married,0.0,20,100.0,20.0,G,2011-07-12,Branch,Owned,2,2013-03-04,B
5325,5764,0,Non Existing Client,1983-02-14,2011-11-30,NP_Client,University,Married,2.0,10,36.0,1.0,C,2011-12-15,Sales,Owned,1,2013-05-30,B
5330,5129,0,Existing Client,1960-08-25,1998-07-22,NP_Client,University,Married,0.0,20,20.0,1.0,C,2011-11-16,Sales,Owned,1,2012-05-12,B
5334,496,0,Existing Client,1975-11-02,2006-02-07,NP_Client,Diploma,Married,4.0,35,22.32,6.0,C,2011-05-24,Branch,Old rent,1,2013-02-28,H
5335,3537,0,Non Existing Client,1967-01-11,2011-09-27,NP_Client,University,Married,2.0,4,20.0,1.0,C,2011-09-28,Sales,Owned,1,2013-11-01,B
5337,5829,0,Non Existing Client,1978-02-08,2011-12-20,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-12-21,Sales,Owned,1,2012-07-18,B
5350,1418,1,Existing Client,1965-02-10,2011-06-07,NP_Client,University,Married,3.0,15,26.544,23.0,C,2011-07-14,Branch,Parents,1,2012-02-29,L
5351,6605,0,Non Existing Client,1984-08-19,2012-12-01,NP_Client,University,Single,0.0,22,18.0,2.0,C,2012-01-14,Sales,Owned,2,2012-12-26,B
5354,83,0,Existing Client,1972-03-25,2009-03-31,NP_Client,Master/PhD,Married,2.0,15,18.0,15.0,C,2011-05-26,Branch,Owned,1,2012-01-15,B
5358,8057,0,Non Existing Client,1988-02-24,2012-01-24,NP_Client,University,Single,0.0,23,60.0,1.0,G,2012-06-02,Branch,Owned,1,2013-05-30,B
5360,2882,0,Existing Client,1985-04-09,2010-04-27,P_Client,University,Single,0.0,15,30.0,1.0,C,2011-08-09,Sales,Owned,1,2012-10-31,B
5364,3294,0,Non Existing Client,1954-09-09,2011-09-15,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-09-19,Branch,Owned,2,2012-07-07,B
5368,2459,0,Non Existing Client,1986-11-16,2011-11-08,NP_Client,University,Single,0.0,12,18.0,2.0,C,2011-08-15,Sales,Owned,1,2013-05-16,D
5373,5786,0,Non Existing Client,1949-03-11,2011-12-14,NP_Client,Master/PhD,Widowed,0.0,1,25.0,1.0,C,2011-12-15,Sales,Owned,1,2012-06-11,D
5380,4430,0,Non Existing Client,1975-10-06,2011-10-20,NP_Client,University,Married,0.0,1,36.0,1.0,C,2011-10-27,Sales,Owned,1,2013-05-23,B
5382,4739,1,Existing Client,1988-04-15,2011-10-27,NP_Client,University,Single,0.0,10,36.0,1.0,C,2011-11-15,Sales,New rent,1,2013-02-28,L
5383,546,0,Existing Client,1969-03-08,2008-08-04,NP_Client,University,Single,0.0,30,36.0,1.0,C,2011-05-30,Sales,Old rent,1,2013-05-30,B
5385,6628,0,Non Existing Client,1960-12-10,2012-01-15,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-01-16,Sales,Owned,2,2013-02-24,B
5386,6731,0,Non Existing Client,1978-07-02,2012-01-16,NP_Client,Master/PhD,Married,1.0,7,18.0,2.0,G,2012-01-19,Sales,Owned,1,2013-02-20,C
5387,2308,0,Non Existing Client,1982-02-18,2011-07-31,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-04-08,Sales,Owned,2,2013-10-02,B
5389,9567,0,Non Existing Client,1957-10-30,2012-03-28,NP_Client,University,Married,2.0,1,36.0,1.0,C,2012-03-29,Sales,Owned,1,2013-02-27,B
5391,8894,0,Existing Client,1962-12-13,2009-03-19,NP_Client,University,Married,0.0,10,36.0,3.0,C,2012-12-04,Sales,Owned,1,2013-04-18,B
5393,1097,0,Non Existing Client,1977-02-28,2011-06-21,NP_Client,Master/PhD,Married,1.0,20,36.0,1.0,C,2011-06-27,Sales,Owned,1,2012-07-30,B
5403,3464,0,Non Existing Client,1977-01-09,2011-09-22,NP_Client,University,Single,0.0,20,18.0,2.0,C,2011-09-25,Branch,Owned,1,2012-09-05,B
5405,3677,1,Existing Client,1972-08-31,2009-01-29,NP_Client,Master/PhD,Married,2.0,1,36.0,1.0,G,2011-09-10,Branch,Owned,1,2012-05-31,C
5408,5452,1,Non Existing Client,1988-02-27,2011-11-30,NP_Client,University,Married,0.0,25,18.0,2.0,C,2011-04-12,Sales,Owned,1,2012-07-31,B
5412,442,1,Non Existing Client,1968-04-22,2011-12-05,NP_Client,Master/PhD,Married,3.0,5,18.0,1.0,C,2011-05-29,Sales,Old rent,1,2012-06-28,B
5413,5909,0,Existing Client,1981-07-14,1995-08-10,NP_Client,University,Single,0.0,22,18.0,2.0,C,2011-12-15,Sales,Owned,1,2012-11-27,B
5416,1061,1,Non Existing Client,1978-11-10,2011-06-19,NP_Client,University,Married,2.0,2,20.0,1.0,C,2011-06-26,Sales,Owned,1,2012-05-31,B
5417,5975,0,Existing Client,1983-05-07,2006-12-10,P_Client,University,Single,0.0,28,48.0,5.0,G,2012-05-01,Branch,Owned,1,2012-12-17,B
5422,2334,0,Non Existing Client,1989-06-15,2011-03-08,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-04-08,Branch,Owned,2,2012-11-06,D
5430,5847,0,Non Existing Client,1988-08-03,2011-04-12,NP_Client,University,Single,0.0,23,42.0,1.0,C,2011-12-21,Branch,Owned,1,2012-06-09,K
5436,6934,0,Existing Client,1990-08-14,2005-09-14,NP_Client,University,Single,0.0,22,30.0,3.0,G,2012-06-02,Sales,Owned,1,2013-07-02,B
5439,6547,0,Non Existing Client,1947-12-17,2012-10-01,NP_Client,University,Married,0.0,10,36.0,1.0,C,2012-01-18,Sales,Owned,2,2013-01-29,B
5445,845,0,Non Existing Client,1988-02-12,2011-06-06,NP_Client,University,Single,1.0,5,56.0,0.0,C,2011-09-06,Branch,Owned,1,2013-03-02,D
5448,5551,1,Non Existing Client,1962-08-05,2011-11-24,NP_Client,University,Married,2.0,10,36.0,3.0,C,2011-06-12,Sales,Owned,1,2012-04-30,B
5449,4747,0,Non Existing Client,1988-02-08,2011-10-24,NP_Client,University,Single,0.0,10,50.0,10.0,C,2011-10-31,Sales,Owned,1,2013-07-05,B
5464,2917,0,Existing Client,1964-03-11,2010-09-21,NP_Client,Diploma,Married,1.0,15,10.788,12.0,C,2011-08-09,Branch,Owned,2,2012-05-22,D
5465,4261,0,Non Existing Client,1958-02-20,2011-10-19,NP_Client,University,Married,0.0,20,25.0,1.0,C,2011-10-20,Sales,Owned,2,2012-11-11,B
5467,5023,0,Non Existing Client,1960-06-02,2011-11-21,NP_Client,University,Married,3.0,1,25.0,1.0,C,2011-11-29,Sales,Owned,1,2012-09-24,D
5470,5935,1,Non Existing Client,1967-01-01,2011-11-30,NP_Client,University,Married,1.0,10,25.0,1.0,C,2011-01-12,Sales,Owned,1,2012-10-31,B
5473,508,0,Existing Client,1970-01-06,2005-05-09,P_Client,University,Married,2.0,25,18.0,1.0,C,2011-05-31,Sales,Owned,1,2013-11-03,B
5484,8200,1,Existing Client,1987-01-15,2012-01-03,NP_Client,University,Single,0.0,24,42.0,1.0,C,2012-12-03,Branch,Parents,1,2012-10-31,H
5488,9176,1,Non Existing Client,1989-11-19,2012-02-04,NP_Client,University,Married,0.0,10,50.0,10.0,C,2012-09-04,Sales,Old rent,1,2013-05-30,B
5497,8788,1,Existing Client,1962-06-12,2006-02-07,P_Client,University,Married,2.0,16,36.0,10.0,C,2012-03-14,Sales,Owned,1,2012-11-29,B
5514,7593,0,Non Existing Client,1989-10-16,2012-02-13,NP_Client,University,Single,0.0,23,43.44,1.0,C,2012-02-21,Branch,Old rent,1,2013-05-30,K
5525,4155,1,Non Existing Client,1975-11-25,2011-05-10,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-10-13,Sales,Owned,1,2012-07-31,B
5528,3261,0,Non Existing Client,1964-03-31,2011-09-14,NP_Client,University,Married,3.0,1,36.0,1.0,C,2011-09-15,Sales,Owned,2,2012-11-29,B
5530,1449,1,Existing Client,1985-05-17,2011-10-07,NP_Client,University,Single,0.0,15,46.2,1.0,C,2011-07-21,Sales,Owned,1,2012-07-31,L
5536,9398,0,Non Existing Client,1967-09-01,2012-04-17,NP_Client,University,Married,0.0,10,30.0,1.0,C,2012-04-18,Sales,Owned,1,2012-08-07,B
5539,3250,1,Non Existing Client,1973-04-01,2011-09-13,NP_Client,University,Married,3.0,4,18.0,1.0,C,2011-09-14,Sales,Owned,1,2012-02-29,B
5540,826,0,Non Existing Client,1988-08-15,2011-05-06,NP_Client,University,Single,0.0,22,33.6,1.0,C,2011-08-06,Branch,Owned,1,2013-02-03,K
5545,324,1,Non Existing Client,1959-01-31,2011-05-15,NP_Client,University,Married,3.0,23,36.0,25.0,C,2011-05-16,Sales,Owned,1,2012-02-29,B
5556,2436,0,Non Existing Client,1962-07-01,2011-08-14,NP_Client,University,Married,0.0,12,18.0,2.0,C,2011-08-25,Sales,Owned,2,2012-03-10,B
5560,9369,0,Non Existing Client,1978-07-14,2012-12-04,NP_Client,University,Married,1.0,1,36.0,1.0,C,2012-04-17,Sales,Owned,1,2013-03-18,B
5561,6917,0,Existing Client,1961-05-08,1998-09-30,NP_Client,University,Married,0.0,10,36.0,10.0,C,2012-11-01,Sales,Owned,2,2012-10-21,B
5567,5809,0,Non Existing Client,1970-09-17,2011-12-18,NP_Client,University,Married,0.0,1,25.0,1.0,C,2011-12-20,Sales,Owned,3,2013-03-26,B
5568,6208,1,Existing Client,1982-01-03,2011-12-27,NP_Client,University,Single,0.0,20,42.0,1.0,C,2012-01-17,Sales,Owned,1,2012-10-31,L
5571,4492,0,Existing Client,1963-05-29,1987-05-10,NP_Client,University,Married,2.0,30,250.0,20.0,C,2011-09-29,Branch,Owned,1,2012-07-31,D
5576,695,0,Existing Client,1973-04-13,2011-10-05,NP_Client,University,Married,3.0,1,43.464,3.0,C,2011-06-06,Sales,Owned,1,2013-05-30,L
5578,6463,0,Non Existing Client,1982-07-14,2012-05-01,NP_Client,University,Married,2.0,3,25.0,10.0,C,2012-10-01,Sales,Owned,1,2013-08-04,B
5586,1771,0,Non Existing Client,1965-12-01,2011-07-20,NP_Client,University,Married,2.0,1,20.0,1.0,C,2011-07-24,Branch,Owned,2,2012-09-04,B
5604,1620,0,Non Existing Client,1982-10-08,2011-07-14,NP_Client,University,Single,0.0,15,36.0,1.0,C,2011-07-25,Sales,Owned,1,2012-03-12,B
5608,836,0,Non Existing Client,1957-07-20,2011-08-06,NP_Client,Master/PhD,Married,3.0,21,18.0,1.0,C,2011-09-06,Sales,Owned,1,2013-02-26,B
5609,1510,0,Non Existing Client,1983-01-24,2011-07-13,NP_Client,University,Married,1.0,28,56.4,5.0,C,2011-07-14,Branch,Owned,2,2012-11-04,B
5611,3615,0,Existing Client,1983-09-22,2007-05-28,P_Client,University,Single,1.0,11,45.56100000000001,4.0,G,2011-11-10,Branch,Owned,3,2013-10-02,G
5612,7437,0,Non Existing Client,1976-01-10,2012-02-13,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-02-22,Sales,Owned,2,2013-04-28,B
5619,262,0,Non Existing Client,1957-01-05,2011-08-05,NP_Client,Master/PhD,Married,3.0,30,18.0,1.0,C,2011-09-05,Sales,Old rent,1,2013-04-28,B
5622,4325,1,Non Existing Client,1990-03-07,2011-10-23,NP_Client,University,Married,1.0,3,18.0,2.0,C,2011-10-26,Sales,Owned,1,2012-06-28,B
5627,1853,1,Non Existing Client,1950-02-20,2011-08-18,NP_Client,University,Married,2.0,40,36.0,1.0,C,2011-08-21,Branch,Owned,1,2012-03-29,B
5632,228,1,Non Existing Client,1985-06-15,2011-03-05,NP_Client,University,Single,0.0,20,18.0,2.0,C,2011-05-05,Sales,Parents,1,2012-05-31,B
5638,9551,1,Non Existing Client,1983-08-18,2012-04-25,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-04-28,Sales,Owned,1,2012-11-29,B
5642,5825,0,Non Existing Client,1986-06-26,2011-12-20,NP_Client,University,Single,0.0,25,18.0,3.0,C,2011-12-21,Sales,Owned,1,2013-02-06,B
5646,5003,0,Non Existing Client,1981-11-10,2011-11-14,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-11-24,Sales,Owned,2,2013-03-13,B
5648,3976,0,Non Existing Client,1973-04-20,2011-09-22,NP_Client,University,Married,0.0,13,18.0,1.0,C,2011-03-10,Sales,Owned,2,2012-11-13,B
5655,4964,0,Non Existing Client,1979-11-16,2011-11-15,NP_Client,University,Single,0.0,15,30.0,1.0,C,2011-11-16,Sales,Owned,2,2013-03-20,B
5656,2151,1,Existing Client,1978-08-26,2011-06-27,NP_Client,University,Married,0.0,15,24.0,1.0,C,2011-08-08,Sales,Owned,1,2012-05-31,L
5658,9078,0,Non Existing Client,1981-05-15,2012-03-26,NP_Client,University,Married,0.0,7,20.0,7.0,C,2012-04-04,Branch,Owned,1,2013-05-13,B
5659,8256,1,Non Existing Client,1973-12-10,2012-04-03,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-05-03,Sales,Owned,1,2012-11-29,B
5665,4122,0,Non Existing Client,1973-01-15,2011-10-10,NP_Client,University,Married,2.0,1,20.0,1.0,C,2011-11-10,Sales,Owned,1,2012-11-21,B
5674,8265,0,Non Existing Client,1971-10-05,2012-04-03,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-05-03,Sales,Owned,1,2012-04-07,B
5676,2697,0,Existing Client,1980-01-11,2002-07-03,P_Client,University,Married,1.0,2,50.0,10.0,C,2011-08-08,Sales,Owned,1,2013-05-30,D
5680,2997,0,Existing Client,1980-08-05,2011-08-18,NP_Client,University,Married,4.0,3,30.0,3.0,C,2011-08-29,Branch,Owned,1,2012-05-23,L
5681,6618,0,Non Existing Client,1980-01-10,2012-06-01,NP_Client,Master/PhD,Married,2.0,10,50.0,10.0,G,2012-01-16,Sales,Owned,2,2013-01-15,C
5683,8490,0,Non Existing Client,1972-06-22,2012-12-03,NP_Client,University,Married,3.0,1,36.0,1.0,G,2012-03-15,Sales,Owned,2,2013-04-24,C
5695,3399,0,Non Existing Client,1990-05-08,2011-09-20,NP_Client,University,Single,0.0,21,18.0,2.0,C,2011-09-21,Branch,Owned,3,2012-12-06,B
5701,4927,1,Existing Client,1971-08-13,2011-11-15,NP_Client,University,Married,0.0,12,36.0,3.0,C,2011-11-27,Sales,Owned,1,2012-11-29,L
5703,2744,0,Existing Client,1973-09-23,2005-11-21,NP_Client,University,Married,2.0,20,36.0,20.0,C,2011-08-28,Sales,Owned,1,2012-08-29,B
5704,6238,1,Non Existing Client,1962-05-02,2011-12-25,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-02-01,Sales,Owned,1,2012-06-28,B
5706,5225,0,Non Existing Client,1985-07-20,2011-11-17,NP_Client,University,Single,0.0,1,25.0,1.0,C,2011-11-12,Sales,Owned,2,2013-03-26,B
5711,2522,0,Non Existing Client,1970-09-29,2011-08-17,NP_Client,University,Married,0.0,8,20.0,1.0,C,2011-08-18,Sales,Owned,1,2013-03-13,B
5712,4818,0,Existing Client,1963-06-02,2011-02-11,NP_Client,University,Married,4.0,20,48.0,22.0,G,2011-11-22,Branch,Old rent,1,2013-02-17,C
5713,9022,1,Existing Client,1979-04-16,2012-11-03,NP_Client,University,Married,3.0,1,54.0,1.0,C,2012-03-25,Sales,Owned,1,2012-11-29,L
5714,321,0,Non Existing Client,1982-04-09,2011-05-15,NP_Client,University,Single,0.0,4,18.0,1.0,C,2011-05-16,Sales,Owned,1,2012-10-18,B
5715,3133,1,Non Existing Client,1981-10-08,2011-08-22,NP_Client,University,Married,0.0,4,36.0,1.0,C,2011-11-09,Sales,Owned,1,2012-09-30,B
5717,2573,0,Non Existing Client,1955-06-21,2011-08-18,NP_Client,University,Married,2.0,20,18.0,2.0,C,2011-08-22,Branch,Owned,1,2012-05-27,B
5719,1071,0,Non Existing Client,1983-01-04,2011-06-23,NP_Client,University,Single,0.0,28,60.0,6.0,C,2011-06-26,Sales,Owned,1,2011-11-17,B
5720,5457,0,Non Existing Client,1972-01-03,2011-11-29,NP_Client,University,Married,2.0,1,36.0,1.0,C,2011-01-12,Sales,Owned,1,2013-05-30,B
5727,4863,1,Non Existing Client,1969-03-16,2011-03-11,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-09-11,Sales,Owned,1,2012-06-28,B
5740,1728,0,Non Existing Client,1977-05-11,2011-12-07,NP_Client,University,Divorced,2.0,16,36.0,1.0,C,2011-07-28,Branch,Parents,1,2012-06-26,B
5751,6366,0,Non Existing Client,1978-03-05,2011-12-26,NP_Client,University,Married,0.0,1,36.0,1.0,C,2012-12-01,Sales,Owned,2,2013-10-04,D
5761,9237,0,Non Existing Client,1979-06-24,2012-04-04,NP_Client,University,Married,1.0,1,36.0,1.0,C,2012-05-04,Sales,Owned,2,2013-04-30,B
5763,4585,0,Existing Client,1985-05-12,2009-07-26,P_Client,University,Married,1.0,26,108.06,2.0,G,2011-11-24,Branch,Owned,1,2013-10-02,G
5765,4812,0,Non Existing Client,1975-07-11,2011-10-31,NP_Client,University,Married,0.0,14,20.0,1.0,C,2011-01-11,Sales,Owned,2,2013-03-17,B
5775,5042,1,Non Existing Client,1951-10-04,2011-11-22,NP_Client,University,Married,1.0,20,30.0,20.0,C,2011-11-29,Branch,Owned,1,2012-09-12,D
5779,9262,1,Existing Client,1982-01-08,2012-09-04,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-04-28,Sales,Owned,1,2013-03-31,L
5780,3533,1,Non Existing Client,1972-06-20,2011-09-20,NP_Client,University,Married,0.0,10,50.0,10.0,C,2011-09-28,Sales,New rent,1,2013-05-30,B
5786,4058,0,Non Existing Client,1967-03-21,2011-09-10,NP_Client,University,Married,2.0,20,20.0,1.0,C,2011-10-10,Sales,Owned,1,2013-03-13,D
5788,1089,1,Non Existing Client,1957-01-09,2011-06-26,NP_Client,Master/PhD,Married,0.0,20,18.0,15.0,C,2011-06-27,Sales,Owned,1,2011-11-30,B
5789,2971,0,Existing Client,1980-05-25,2011-05-22,NP_Client,Master/PhD,Single,0.0,13,50.0,2.0,G,2011-09-21,Branch,Owned,2,2012-03-06,C
5803,3986,1,Non Existing Client,1955-11-10,2011-03-10,NP_Client,University,Divorced,1.0,10,36.0,3.0,C,2011-04-10,Sales,Owned,1,2012-12-31,B
5804,1906,0,Existing Client,1985-11-28,2008-02-27,P_Client,University,Married,1.0,1,31.764,1.0,C,2011-10-08,Branch,Owned,2,2012-05-28,H
5805,2783,0,Existing Client,1973-05-28,2007-11-13,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-12-09,Sales,Owned,2,2012-12-16,B
5820,6184,1,Existing Client,1983-04-07,2011-12-15,NP_Client,University,Married,0.0,2,42.0,6.0,C,2012-12-01,Sales,Owned,1,2012-08-30,L
5829,4993,1,Non Existing Client,1975-07-24,2011-11-15,NP_Client,University,Married,0.0,15,18.0,1.0,C,2011-11-20,Sales,Owned,1,2012-01-07,D
5833,1786,0,Non Existing Client,1975-07-19,2011-07-19,NP_Client,University,Married,2.0,15,60.0,1.0,C,2011-07-27,Sales,Owned,1,2013-05-30,B
5839,5160,1,Existing Client,1985-07-23,2007-04-10,P_Client,University,Single,0.0,1,25.0,1.0,C,2011-04-12,Sales,Owned,1,2012-06-28,B
5843,355,1,Non Existing Client,1981-09-27,2011-09-05,NP_Client,Master/PhD,Married,3.0,3,36.0,4.0,C,2011-05-17,Branch,Owned,1,2012-06-13,D
5848,4253,0,Non Existing Client,1989-03-07,2011-10-17,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-10-19,Sales,Owned,1,2013-05-30,B
5849,6243,0,Non Existing Client,1978-01-05,2011-12-27,NP_Client,University,Married,0.0,10,25.0,1.0,C,2012-02-01,Sales,Owned,1,2012-11-05,B
5856,4470,0,Existing Client,1962-03-10,2004-06-17,NP_Client,Master/PhD,Married,2.0,10,150.0,10.0,G,2011-04-10,Branch,Owned,1,2013-01-23,C
5858,544,0,Existing Client,1981-04-25,2008-03-26,NP_Client,Master/PhD,Single,0.0,20,36.0,1.0,C,2011-12-06,Sales,Owned,1,2013-05-16,B
5864,1478,1,Existing Client,1965-02-19,2011-12-07,NP_Client,University,Widowed,0.0,40,60.0,3.0,C,2011-07-24,Sales,Old rent,1,2012-05-31,L
5866,4168,0,Non Existing Client,1989-04-30,2011-12-10,NP_Client,University,Single,0.0,18,18.0,2.0,C,2011-10-16,Sales,Owned,1,2013-05-21,B
5874,1103,1,Non Existing Client,1965-01-11,2011-06-27,NP_Client,Master/PhD,Married,0.0,2,20.0,1.0,C,2011-06-29,Sales,Owned,1,2012-06-28,B
5876,2227,1,Non Existing Client,1983-11-19,2011-07-21,NP_Client,University,Married,1.0,15,18.0,15.0,C,2011-07-28,Branch,Owned,1,2012-04-30,B
5878,3479,0,Non Existing Client,1980-02-19,2011-09-25,NP_Client,University,Married,0.0,15,30.0,1.0,C,2011-09-26,Sales,Owned,1,2013-07-04,B
5893,3397,0,Non Existing Client,1979-04-10,2011-09-20,NP_Client,University,Single,0.0,31,20.0,1.0,C,2011-09-21,Sales,Old rent,1,2013-11-05,B
5894,6295,1,Non Existing Client,1947-01-06,2011-12-19,NP_Client,University,Married,2.0,30,18.0,2.0,C,2012-03-01,Sales,Owned,1,2013-05-30,B
5895,6599,0,Existing Client,1988-01-06,2012-01-16,NP_Client,University,Single,0.0,14,92.5,0.0,G,2012-01-26,Branch,Owned,2,2013-02-14,J
5897,1036,0,Non Existing Client,1977-10-11,2011-06-16,NP_Client,University,Married,0.0,5,20.0,1.0,C,2011-06-22,Sales,Owned,2,2012-08-21,D
5903,2303,0,Existing Client,1960-06-29,2011-04-08,NP_Client,University,Married,2.0,15,100.0,1.0,G,2011-09-08,Sales,Owned,1,2013-03-31,C
5907,1361,1,Existing Client,1971-04-14,2011-06-23,P_Client,University,Married,0.0,40,56.4,2.0,C,2011-07-23,Sales,Old rent,1,2012-10-31,H
5908,9181,0,Non Existing Client,1989-05-12,2012-03-28,NP_Client,University,Single,0.0,8,18.0,1.0,C,2012-03-04,Branch,Owned,1,2013-03-02,B
5911,3950,0,Existing Client,1985-12-10,2011-02-10,NP_Client,University,Single,0.0,1,36.0,5.0,C,2011-10-27,Sales,Owned,2,2012-09-30,B
5918,7721,1,Non Existing Client,1984-07-17,2012-02-26,NP_Client,University,Married,0.0,15,36.0,1.0,C,2012-02-27,Sales,Owned,1,2013-05-30,D
5920,5887,0,Non Existing Client,1973-10-18,2011-12-14,NP_Client,University,Single,0.0,38,25.0,1.0,C,2011-12-27,Sales,Owned,3,2013-01-28,D
5921,5647,0,Non Existing Client,1978-01-10,2011-08-12,NP_Client,University,Married,3.0,6,25.0,1.0,C,2011-11-12,Sales,Owned,1,2013-04-18,B
5924,8012,0,Non Existing Client,1980-03-29,2012-03-14,NP_Client,University,Married,1.0,1,36.0,1.0,C,2012-03-19,Sales,Owned,1,2013-05-30,B
5929,6452,0,Non Existing Client,1972-04-02,2012-05-01,NP_Client,University,Single,0.0,1,36.0,1.0,C,2012-12-01,Sales,Owned,1,2012-12-19,B
5930,4207,0,Non Existing Client,1983-01-14,2011-10-16,NP_Client,University,Single,0.0,1,36.0,1.0,C,2011-10-18,Branch,Owned,1,2012-06-30,B
5940,4797,0,Non Existing Client,1970-01-08,2011-10-30,NP_Client,Master/PhD,Married,2.0,2,36.0,10.0,C,2011-01-11,Sales,Owned,1,2013-05-30,B
5948,5470,0,Non Existing Client,1981-12-27,2011-11-30,NP_Client,University,Married,0.0,15,30.0,1.0,G,2011-05-12,Sales,Owned,2,2012-08-21,C
